,행정동코드,총생활인구수,10대 생활인구 수,20대 생활인구 수,30대 생활인구 수,40대 생활인구 수,50대 생활인구 수,60대 생활인구 수,65세 이상 생활인구 수,낮시간대 생활인구,퇴근시간 생활인구,21-2,출근시간 생활인구
149,11320522,350624468.6148,25603631.278300002,38338869.052499995,44606876.0113,51130256.1582,54747327.3581,108579106.86829999,79900947.687,107898589.0875,43514024.974,154236324.0975,44975530.4558
150,11320660,306695598.4891,31351881.496099997,41795916.4517,36203446.494100004,44369063.9052,45458957.495,87502334.88679999,64642481.674899995,94591186.462,37391356.0731,136709763.5311,38003292.4229
151,11320670,309418048.6562,28377894.0319,37030235.9857,43239517.6886,44518094.162599996,48143622.9378,86158634.4052,61833676.1486,94693341.1678,38654601.5959,138595307.4282,37474798.4643
152,11320680,276491890.5922,21402921.3161,39477216.1872,40126695.9262,40067133.9375,42500753.370799996,74690343.6423,54514873.296100006,87599580.4076,35852793.3491,117865920.1603,35173596.6752
153,11320681,244242413.9468,33206619.237400003,25709560.7467,29582059.8675,34354374.598,38457828.0204,64105867.4792,44890094.024900004,72531912.3951,29331623.559,111570922.1049,30807955.8878
154,11320690,418034531.3614,34187821.6857,50589762.567499995,54320708.7919,62422444.963099994,72313508.3483,116936711.9898,84945735.3078,140960926.3489,56995764.5278,170175112.9661,49902727.5186
155,11320700,212750666.1168,17144471.126000002,23666114.1956,23870846.3935,29517721.7107,35645189.344,70104492.3187,52761146.5477,64361112.1694,26702015.2888,96017716.9722,25669821.6864
156,11320710,367828639.1766,38515839.9361,37101228.8308,40966917.3486,51582543.55,57481140.5616,111641572.9636,81745954.6133,102576742.5716,41278256.914,177863612.55810001,46110027.1329
157,11350560,411634639.5806,40823287.0151,81060390.76460001,52249720.9555,60447101.449499995,53041036.7396,96355246.671,70458026.226,130967787.7495,52181963.7501,177672470.4895,50812417.5915
158,11350570,354409839.4222,37922694.6313,39173339.4113,41169705.919,51372922.9557,52778731.257,102636610.7815,78654855.4179,104970777.5877,40635454.5037,163231746.5164,45571860.8144
159,11350580,453544068.3526,37455188.7395,48688721.7952,64461363.3882,69558279.08669999,67381998.31920001,120205377.10559998,89030296.1835,131349699.383,53017422.717,212196250.7511,56980695.5015
160,11350595,755658872.5162,62316245.935499996,128335339.5111,106408339.7578,112266257.38859999,110084801.0113,183904575.99440002,131415237.1,236487080.0332,97764998.9356,329326196.7899,92080596.7575
161,11350600,768583575.2045,104483261.1819,153303629.232,97140112.18329999,111830347.0368,98220242.1326,144690269.3833,102215540.72320001,250512219.6676,91268776.2165,327920341.1188,98882238.2016
162,11350611,456968948.0825,68913858.21419999,65843906.3326,47841581.002100006,68096737.8188,74511568.2581,110562136.3346,78982120.1726,142608558.1903,51321216.1211,203982051.3773,59057122.3938
163,11350612,278742468.0229,36661446.7566,33217221.726000004,34051222.6835,45915344.9405,44462708.3406,64163423.5397,45524308.050799996,84401133.1904,35181156.758,123906513.4868,35253664.5877
164,11350619,377875776.8723,96090955.98550001,36465510.4784,28289534.2457,70989781.8378,57809673.8691,57157182.949200004,40055920.7972,120118188.0344,50543527.6178,162382165.3657,44831895.8544
165,11350621,458426088.981,115664002.359,41959175.366500005,34426760.1363,88502711.68509999,67008656.03079999,73946410.5263,53005444.909700006,130961881.4321,57147813.5429,215148547.1758,55167846.8302
166,11350624,299231792.4872,41830831.631500006,31099694.299900003,27898872.2991,46554159.5864,47378086.8539,82132981.83309999,63138693.897,92385525.2359,36566160.6898,133485340.3836,36794766.1779
167,11350625,586050907.8362,73078844.7948,63927991.7447,68721202.01190001,95191241.97530001,89052936.6515,147825483.2824,111090862.37,187606551.0371,73498371.2464,251765270.1589,73180715.3938
168,11350630,671246401.6347,65067816.5011,74824660.802,83879501.64649999,96136599.7929,109378487.9765,187695824.95090002,136043181.2202,202963774.9974,83830891.8049,302936207.8482,81515526.9842
169,11350640,508719966.2688,55327469.6141,80615925.53330001,63832275.0414,72609875.4298,84348830.7984,123179760.9021,87089658.9185,177497786.4332,74221337.2831,199623813.1276,57377029.4249
170,11350665,368378079.3189,31482297.508500002,39628984.4041,39983801.6627,51995119.9977,62987929.8593,121541353.88009998,89528096.2237,108946392.7598,45051171.6116,168629033.7542,45751481.1933
171,11350670,340362067.5528,34028999.234799996,40859869.6621,37794859.0181,47858576.1107,57377648.5333,101717290.8382,75618544.0654,104089200.3485,44658288.4055,150749012.5567,40865566.2421
172,11350695,830039703.9794,89903529.3794,110190212.2716,114088582.9079,128351153.6113,131373118.89839998,190852378.64880002,138738598.23439997,282365975.7013,105662528.0259,338434683.3908,103576516.8614
173,11350700,313595423.3081,34568997.4274,30787830.2879,52931208.314899996,47109100.1392,40695397.42479999,64820604.9866,47099579.216000006,85822138.1032,36204091.7135,152985262.2102,38583931.2812
174,11350710,317678172.247,40516055.2981,34987460.7664,41334486.805,46891101.1507,47417282.6705,77447823.4957,55741095.6979,91402608.7706,39210522.8064,148125758.2471,38939282.4229
175,11350720,240096277.6442,25767332.3915,33677426.5183,34779225.727,35265010.7165,38319811.930999994,54578938.949999996,38626327.5025,84274396.9914,32549633.8873,93254607.9401,30017638.8254
176,11380510,595980903.034,41245338.6569,77145229.7264,98733852.4322,93239929.2305,95055185.45840001,153729850.89450002,111632134.846,180502530.0544,72668074.1967,269026941.3669,73783357.416
177,11380520,555448748.5476,40382228.452199996,68117996.3433,76417472.5077,81714948.25310001,88502371.0077,162013481.426,121925965.5438,168285363.2561,71575451.3096,248796825.2115,66791108.7704
178,11380530,384883062.9562,32543788.4216,51682401.7003,53882283.9908,55663622.8233,61531437.0776,108175415.05809999,78352536.6904,109573119.1256,44946097.607,182621681.1648,47742165.0588
179,11380551,417154752.8169,35097910.5369,67928699.32789999,60545833.4163,59914610.552499995,65870910.102,107731943.81,77404754.9463,131104221.8832,56642934.8098,177718701.1305,51688894.9934
180,11380552,402935598.5987,45739562.420099996,55384371.3904,54517181.64659999,65531441.19749999,58185385.5985,94805464.44170001,69248727.169,118876692.7845,49393039.5855,184767233.3227,49898632.906
181,11380560,452526180.0526,53775760.8708,52493256.656100005,59380273.721099995,67660152.7128,67866017.0945,115202116.8779,85845735.6751,132502940.9387,51288924.7489,210829835.3449,57904479.0201
182,11380570,665043149.3676,51177846.0933,94057181.6744,114116779.73079999,103565746.8951,100202026.78,159557420.8117,114333016.4161,201527939.7164,84626343.8357,298426667.5452,80462198.2703
183,11380580,442220323.5196,47031632.1254,52534722.8313,78253036.75580001,76119096.6006,61788501.9457,96199601.6392,70370398.95930001,127500434.6718,53758563.7194,207082473.4675,53878851.6609
184,11380590,279403480.3613,26749485.2439,24301735.3564,48526565.870900005,53901423.1334,34653062.649399996,56230723.2153,40980820.071,77167343.6499,32696219.9576,134997042.9666,34542873.7872
185,11380600,421582251.3358,33982695.689,52934245.0364,65939182.2344,70491508.6845,63946545.1913,111609054.3912,81746546.402,128829873.7839,54794080.951,187248268.2654,50710028.3355
186,11380625,746224483.6962,65080630.4882,95328213.6686,111609995.7702,121446791.17019999,113059166.095,178128511.2187,130460886.31349999,222034576.4996,94304348.2075,339657427.6695,90228131.3196
187,11380631,423183148.9784,37197863.5564,53909948.8185,64523713.984,67596594.1539,63711875.0309,104535906.7113,74942311.8987,122464574.6708,53598906.1447,195392041.6554,51727626.5075
188,11380632,250928630.0508,26778544.6105,29490011.6324,35156363.249699995,38213806.4438,37240722.7051,65971193.052499995,47590245.4324,72612332.3829,29611385.7845,116485261.4191,32219650.4643
189,11380640,232862066.8748,19511373.6818,30362408.130900003,34788341.614999995,35199019.134100005,36857730.0606,60581972.0059,43855307.1668,69812097.1297,29002784.2736,104317734.8544,29729450.6171
190,11380650,207968556.8702,15182037.328699999,28439708.083,36869323.5272,34804216.396,35213305.8962,47916128.6619,33562784.726500005,65869437.4173,25662203.1723,88493720.0266,27943196.254
191,11380690,1092738354.4124,152482384.2499,116220094.47479999,139068104.55760002,190493519.25950003,151025574.1252,231476788.01340002,166718684.2881,347024107.154,135187794.8955,472770038.4963,137756413.8666
192,11410520,294429964.129,28278335.6787,36446870.962,41807670.5268,49585506.9667,47120158.1528,70058430.98550001,51934849.4805,93307917.957,36591192.1603,127121865.0983,37408988.9134
193,11410555,660895418.9131,41169379.786,97810440.74790001,136247299.9469,130966257.3804,97899769.1279,107188085.2067,73027397.23789999,233789338.5682,69268459.5886,268105384.0188,89732236.7375
194,11410565,683286303.2276,53118162.8522,112564563.38679999,136109218.66500002,130631688.29900001,104299099.0194,119666085.1644,84273385.1452,289107421.6278,84958163.4743,217249353.4499,91971364.6756
195,11410585,912479963.1583,64671504.558299996,359338716.21750003,156957916.5804,102577541.45989999,91415224.7631,113794005.4504,79800371.646,384095178.0011,122058270.3798,291317756.1341,115008758.6433
196,11410615,662886653.9686,50860050.25830001,154214194.9773,112131680.1976,101637971.0489,88132354.6085,123459178.176,89710379.264,212689512.8269,78685741.0806,286125795.9104,85385604.1507
197,11410620,419092101.7813,39041840.7196,52435107.633499995,55609828.6895,63006545.3728,66880306.3919,113669748.2476,82497474.1006,123814313.2219,50585252.1094,192271571.5807,52420964.8693
198,11410640,280693251.2961,25933577.8822,32771702.7179,35689914.168699995,39803720.1408,46116271.5811,81989369.9419,62048427.1184,86058854.163,35028912.3715,125102948.3506,34502536.411
199,11410655,173478825.4515,15956551.3272,19527165.3347,23837042.0797,26886033.0907,28370539.7724,45647776.2539,32694043.880499996,47706130.9248,21647881.8057,83987052.0932,20137760.6278
200,11410660,252450647.4967,22958366.3649,29472828.2253,34624547.685,36154012.1043,42161295.1619,70447662.2523,51220456.0303,69187455.9465,30355138.2113,122030526.9424,30877526.3965
201,11410685,442676798.7376,45724326.2097,65286277.867000006,60683968.117699996,66135975.24959999,68500783.7686,109936231.27250001,79825957.7695,140069192.7538,54311812.5837,191585857.8653,56709935.5348
202,11410690,190607284.5254,17571338.691,18383810.1786,28220948.4393,34357693.6568,24552371.619,37035467.3687,26732329.3182,59271478.3964,24008695.4755,84040528.5791,23286582.0744
203,11410700,349757130.4806,35613666.61,68054379.23619999,51808023.4784,52949541.492,48731591.7465,70966755.89199999,51745790.8763,108857407.9664,44976284.3926,153919874.0505,42003564.0711
204,11410710,250647528.9497,30576254.1642,24438876.9829,33050213.5822,44582670.657299995,36714975.5246,55655117.09989999,40535093.5723,73805599.926,31098892.158,114602822.9147,31140213.951
205,11410720,632669059.3009,59598694.7124,84888603.05939999,96298373.7404,102999611.256,92237202.6079,151986550.3825,111931980.0149,184316013.718,79380396.7087,292010059.4677,76962589.4065
206,11440555,457550015.9568,32816653.4654,57065378.34189999,91345182.7324,82490668.6243,63892924.640300006,78462451.5323,52775579.7135,161499583.2594,58007100.8132,178118943.7967,59924388.0875
207,11440565,675364662.6115,45791056.3114,99847636.3882,132948588.86569999,118084213.47760001,104218141.05759999,130963335.9545,91065500.8724,218727964.256,79357953.761,291480986.0984,85797758.4961
208,11440585,317062725.7622,22146756.8438,41197371.324599996,60719675.9664,54345687.5035,47884323.0368,68869307.0517,48381748.9464,105676076.6628,42261746.9787,130578344.5361,38546557.5846
209,11440590,519233113.1664,41531091.0272,57342026.9884,94617600.7219,102777435.2526,73915117.64019999,97459797.1375,69941779.9886,175566421.0261,67122032.5495,212057079.3295,64487580.2613
210,11440600,380357094.0372,35746265.1038,113087670.2775,61684522.4054,54527483.7871,43498409.08229999,57253901.3403,40645194.4735,138735669.5859,49950992.0952,144467402.4609,47203029.8952
211,11440610,223063403.38,26371567.7047,32925329.087899998,39302530.7817,42097507.2752,29272336.8904,36848305.9836,26203979.699599996,75270676.4068,27391406.2426,92006686.2842,28394634.4464
212,11440630,317787163.4113,30278650.555099998,48954849.3223,52687569.5051,55038768.0937,45225403.0376,62241469.1788,44535005.3283,97714822.486,38349357.6437,141470247.8747,40252735.4069
213,11440655,473050386.1741,40687498.1492,118184552.6733,85627158.2965,71297774.474,55275400.5395,75443009.5235,53628687.8274,153114394.9276,58825014.497,203488236.8871,57622739.8624
214,11440660,1175051728.4478,88299511.7594,384713263.6055,254791772.99830002,173821706.7478,114258422.7229,133194303.51930001,93484229.9266,490218466.2118,195584616.4034,369761648.0641,119486997.7685
215,11440680,391756085.3593,18239200.4722,89340399.6246,93952150.996,63963263.452999994,47221577.20020001,62298309.3076,43640531.605299994,146329314.9773,56330104.8715,141076884.5497,48019780.9608
216,11440690,348363497.3003,22726267.6322,62945451.628,76739147.89840001,58529506.519099995,43514032.691,66568155.7587,50043766.0823,105027137.8635,44234144.4967,158177414.4189,40924800.5212
217,11440700,305093364.9541,24580412.541699998,46063452.35079999,54790582.134100005,55345438.78649999,43719024.0616,61893256.05320001,45942092.7941,94081320.513,39468152.4173,134998723.7342,36545168.2896
218,11440710,334260059.5687,22115636.3647,82721775.60139999,73325699.2985,54474563.2061,35548260.9552,53203805.0465,38463462.7393,107972174.9527,43914392.1122,143257809.4689,39115683.0349
219,11440720,378142461.4474,31366542.063199997,62270922.381699994,73947840.56379999,72766588.14410001,49371367.029599994,66593345.80420001,48742921.80410001,121423664.7912,45226363.6054,163008279.149,48484153.9018
220,11440730,621370514.7432,54830717.012899995,92833782.4304,108705163.5485,109458766.517,87490661.0446,127704970.88929999,94676184.7429,193921369.4211,75532272.5087,272863051.5934,79053821.22
221,11440740,824710991.4887,76258292.6685,130040061.5493,162108356.6686,173449506.961,109127716.2426,117447591.6794,80126754.5614,335155460.2347,99800353.2471,281146866.1033,108608311.9036
222,11470510,784863941.3309,134039806.26030001,89962694.17359999,102243953.77579999,158114447.1531,112831805.3838,122617483.02630001,84405461.8063,304320647.0822,115710602.2497,271733225.994,93099466.005
223,11470520,404780420.9471,37829434.594500005,58802357.2032,74043790.4012,62373221.8309,59695973.8622,84377864.2437,58856492.2093,110715944.6244,47801101.1571,195873054.3818,50390320.7838
224,11470530,321286287.3343,27122387.7038,42964097.069299996,57063057.248,49646151.0398,47848769.8949,72747517.9839,50636468.340900004,99219047.2684,42111194.4007,141008113.2519,38947932.4133
225,11470540,326089557.0588,53022331.7359,39741929.736,38941011.7456,54848000.2089,51063043.6199,60597508.039299995,42455827.94579999,96201786.7784,40080750.2003,150036744.0137,39770276.0664
226,11470550,690131980.318,155645614.097,59320183.059300005,64674261.838300005,132660435.4235,93320632.0835,115075180.8897,81626174.9295,213952599.8225,87540324.1494,304886514.4044,83752541.9417
227,11470560,267754063.9781,17568275.7257,29924086.687700003,41813956.0819,41756960.8387,42613288.8059,77199515.2915,55574503.370400004,78779451.468,32098281.8686,124452924.9576,32423405.6839
228,11470570,264699206.6439,24485327.4819,30178339.669200003,41612114.5141,40894970.3645,37022789.643,65793229.1704,47169716.1972,78865798.2646,32421988.9238,121328858.7869,32082560.6686
229,11470580,240368462.1741,19765013.6233,28430587.4576,34153812.630899996,36379563.8893,40838275.007599995,63665637.3742,44136038.1118,78533327.8813,30387709.7921,101111925.3965,30335499.1042
230,11470590,207673708.921,20456005.6839,20606903.394199997,29191604.214500003,33827940.3428,29101844.569199998,50230458.8127,36451695.035500005,58504707.4802,24596038.9788,99640546.8663,24932415.5957
231,11470600,159743894.3224,17186953.7947,18726404.61,22993062.0511,24302206.2958,23803405.190800004,36713929.22580001,25351053.8922,50094690.6211,18759348.0008,70072442.4684,20817413.2321
232,11470610,83758611.0288,8134228.2832,9120739.8116,13708958.2324,13681874.5052,13467389.3495,20590861.971199997,14316043.543499999,28199168.0355,11295960.9604,33951429.3475,10312052.6854
233,11470611,271768177.3,23481752.5548,28350377.011,36230910.221,43356878.2275,42647298.7388,74271980.0417,53034992.7914,82990084.5931,35307099.5135,120804445.7888,32666547.4046
234,11470620,326900693.0432,53383110.8895,33874719.083900005,37303716.8714,61128659.9591,50086793.078999996,61961313.2187,43610094.7521,100838351.4291,43458910.7349,142764419.4479,39839011.4313
235,11470630,234814256.9557,41853144.000300005,24255013.972599998,25169951.3187,42330553.4066,36878432.0636,45966001.6722,32407514.299599998,71216954.8112,29506108.6482,106341234.7474,27749958.7489
236,11470640,716878455.8351,89269662.699,74021937.8346,95745504.178,116785479.6376,107108239.74059999,163200687.40289998,116365342.72399999,209623623.7117,83796836.2958,332179033.1472,91278962.6804
237,11470650,576761619.7358,56110089.0496,78715527.5298,87180326.0523,93526056.82159999,85406974.91049999,127686306.48789999,92744517.1263,180052461.1282,71324292.6989,253430219.8567,71954646.052
238,11470670,349357735.0919,62519553.6618,31766117.8795,39152645.9287,66121306.002900004,51922203.715799995,64139832.7206,45142466.7078,106834832.8044,42858160.2866,156076440.433,43588301.5679
239,11470680,388446712.4067,56764860.2097,36710194.35129999,41254114.3845,67183856.6603,58176538.319199994,92752603.0238,68839251.4262,121989444.9307,50496354.2795,169029587.2475,46931325.949
240,11500510,555368330.2102,54305457.9863,66085582.0977,112064044.7771,104369601.3073,70299398.7738,97441630.1058,65162535.909099996,169838363.634,69493822.5772,246466835.375,69569308.624
241,11500520,396757637.1696,25030653.8174,68100114.2025,95695193.37419999,62207095.823,49407239.8146,72769531.83309999,50931409.9172,125923068.1711,47899228.8144,173455819.6813,49479520.5028
242,11500530,282447170.0904,28601021.7514,36313264.8469,48791072.153,42194086.819,39158692.7097,63676475.9611,44721969.528699994,78611594.5134,30805970.8131,136558209.9904,36471394.7735
243,11500535,688680322.9062,58249043.1087,99690857.6996,121099134.4551,108365508.9772,95585801.3955,168037752.2493,124381446.8689,254721058.6295,87821187.8999,260409339.8562,85728736.5206
244,11500540,844890529.3853,45817347.8099,136436948.83380002,166466525.28329998,130432705.2351,113827039.0853,197373594.95889997,143132525.7069,249626077.8487,104941423.8715,388594285.235,101728742.4301
245,11500550,228850314.4884,19659228.104900002,28920282.0537,36874966.5648,38925710.4815,31579394.0741,52855411.945099995,38878447.492,64383624.6897,26299806.3244,109843260.1184,28323623.3559
246,11500560,341224513.3971,32843237.078500003,43222010.552499995,52397027.9932,52063359.722399995,46609224.5493,86439856.1812,62301037.5138,104320233.1227,45129300.7761,150980953.4009,40794026.0974
247,11500570,306670378.6279,25781319.3525,36330376.4322,48176940.2158,49455787.3667,42156067.5999,76051604.5939,55924267.1689,88469593.6033,36975740.5024,143654830.7354,37570213.7868
248,11500590,505828155.3725,37470962.9204,77303184.29030001,93978210.7406,80045019.764,61646341.5871,112595301.7317,82361936.551,139358526.0129,59501035.727,244342584.029,62626009.6036
249,11500591,359012073.9159,22429095.4694,59464478.1952,66520387.8075,57378140.127100006,51977714.9797,81925368.9673,57208915.3423,108911926.0051,43684126.239,160943733.2366,45472288.4352
250,11500593,496411031.8887,35631839.7421,73918052.9685,87689701.5248,81855072.0026,68786184.77149999,114646651.7223,83705615.8463,145177170.1911,65066575.3288,226088659.9488,60078626.42
251,11500603,837167167.9514,47957332.0099,155286923.3295,206605267.50449997,154941278.6399,108845188.49419999,121483106.0241,79641356.4411,326350215.4469,105758516.6967,297533660.537,107524775.2708
252,11500604,260974318.2447,12298439.886500001,28567206.095399998,47736547.654300004,34956998.1258,37954946.8768,89360472.3723,66460141.76,88983445.5226,34840625.736,102996828.3196,34153418.6665
253,11500605,189033661.0979,7751453.9811,21117705.386,42370754.8078,30766516.9731,27544550.9837,51358091.2713,37852450.4012,59570437.9362,20960371.2069,84336149.6509,24166702.3039
254,11500611,621408580.0939,93306645.6796,72209384.6972,80735585.3023,109293739.4152,84432934.9526,110422440.2783,76671988.0066,213998590.1587,74281675.9423,250983175.593,82145138.3999
255,11500615,593348430.987,72801735.518,79101560.0717,88015460.5483,106792136.39600001,77716357.38499999,116529883.6559,83006818.1958,192558550.8883,77160929.191,249106703.9039,74522247.0038
256,11500620,606890033.3676,41650706.329799995,81787353.9395,114497679.69080001,105329084.51009999,82029712.4591,110553505.7397,76752978.6264,213614659.8379,71963856.5027,239184125.9355,82127391.0915
257,11500630,576261396.8176,53845621.5153,59983644.2843,97175648.8363,97932396.59709999,79750923.4059,123100153.92659998,86597325.9019,176975858.9791,71586968.1556,256766604.8837,70931964.7992
258,11500640,439481100.2115,27831616.0623,58900529.66949999,78772531.3667,69095373.969,69621688.5311,110376793.55489999,79296491.77139999,156205331.5455,55424240.9869,172100594.241,55750933.4381
259,11500641,302401500.0813,23597243.3737,28810265.1135,52509454.4743,48235521.2495,44111933.0569,82401055.0361,60844488.912599996,92791920.3703,36235124.9852,135122107.6768,38252347.049
260,11530510,579941889.7585,52292009.4662,72036532.7252,107039388.7141,106823447.57609999,78922049.8309,103895482.8404,72201111.6102,193418874.8968,75657256.8452,238566722.9142,72299035.1023
261,11530520,297793851.1458,33021012.9454,31407048.164899997,49575153.34289999,50417752.9373,39438350.6421,55858766.9708,37536212.1603,87132237.0485,35314410.9436,137253935.0327,38093268.121
262,11530530,585990289.3715,29241162.865199998,73051745.2256,99886300.8686,108452162.85339999,109034826.8452,144012208.7155,99102583.7337,213712045.2103,72153478.2595,223453517.1194,76671248.7823
263,11530540,697955785.9604,22219371.2737,138979341.5846,175698675.7868,147400940.07639998,96218853.43810001,95665437.3317,63078412.51050001,314730236.4126,83608086.6434,207152416.316,92465046.5884
264,11530550,308419428.5325,16424984.552499998,33680608.4482,50977122.0423,53450515.5899,56655639.617699996,81782371.5023,58153424.274,95650996.8986,40987549.6843,135253597.4053,36527284.5443
265,11530560,557655613.0428,26882771.1984,91311206.38859999,115919611.5405,95351145.7717,86815665.9449,111926324.27,76649986.7303,194857374.9453,75283327.4462,217789700.8342,69725209.8171
266,11530595,198374746.7404,4566307.4908,35718757.4828,44150528.6334,35603241.4023,36214993.9033,39040555.3639,25432886.1515,65477663.6691,24676723.8733,83400278.2515,24820080.9465
267,11530720,389801033.0649,41846090.018199995,53547484.501,51089425.3829,60732186.25219999,62363039.923599996,89483719.2209,62822861.883200005,123800000.1807,48570468.6276,168809958.246,48620606.0106
268,11530730,309275070.1548,32434410.2799,34008620.752000004,38847852.9291,49384751.8573,46994720.5466,77552632.636,55883463.6803,85744981.2012,34581308.1384,150236290.7339,38712490.0813
269,11530740,512574001.6315,42223963.9579,59564102.671299994,76984247.52700001,78263848.1021,80654468.66049999,137070831.53460002,98822466.6637,156016152.753,66635288.1456,227311441.6797,62611119.0532
270,11530750,412698391.4819,33307498.4535,47523512.1574,62272962.2173,63391965.7835,59327210.8586,110699834.6726,80384682.0648,114365138.5722,52799055.912,196229401.4495,49304795.5482
271,11530760,284797462.3557,24187710.3495,30659070.541699998,38935396.7644,43879194.4759,41559072.6535,78320337.6622,56558200.697799996,83877146.0058,35297339.2927,131023670.7841,34599306.2731
272,11530770,266783087.639,18925089.359399997,42219729.2067,47712065.4984,39025608.3878,38338341.9807,64117347.15169999,46666952.2205,80584567.8901,36124612.5194,119005575.3571,31068331.8724
273,11530780,909075512.7617,86866867.8315,93931354.1002,147475875.271,152462630.7863,118587855.68759999,196880610.5791,144113118.4292,269980011.7494,112626965.455,412788736.5096,113679799.0477
274,11530790,399065717.3982,46479777.7076,46305317.910799995,57080491.2729,65750581.5354,59456551.2481,93184692.1558,64710642.8774,120474665.9755,49453134.9392,176774219.6637,52363696.8198
275,11545510,1024455065.8637,24120390.297799997,233753312.3645,273282974.5709,210001451.36839998,149992946.3008,114659506.5906,66612050.647700004,504859286.7354,118263195.4543,257951227.0591,143381356.6149
276,11545610,609619556.1552,28363007.987899996,100661348.993,129442274.97869998,100245905.8265,93604497.9747,118246606.2059,80837343.72929999,208400796.4967,77090686.3239,245198353.9008,78929719.4338
277,11545620,252628760.2918,14078624.4164,35482698.1788,44986558.840299994,38463859.461899996,44453017.2511,63947978.9041,45082793.3162,70759575.206,30331898.0379,120966942.4327,30570344.6152
278,11545630,374492819.479,19780530.9094,55946372.1245,67551571.5985,58239777.4818,67012837.9074,89594520.6801,60641080.68089999,113528383.2328,45933645.8603,169157750.7,45873039.6859
279,11545640,201534814.2301,11506623.435600001,28511765.1007,34929086.9855,31614173.7457,37256344.4413,49971866.2032,34012045.44,60463616.7788,26018700.3592,91073432.2258,23979064.8663
280,11545670,490464871.0088,37024396.4287,63126262.1137,77922000.7976,78310535.40509999,82118427.9692,119638553.64699998,84445271.0678,163088237.0252,65793418.2906,203096895.3116,58486320.3814
281,11545680,277831359.9929,33998795.0613,24280790.409199998,33256967.4918,45130402.5281,39682481.4286,72957719.1075,52138435.854,80438849.8861,34494022.76,128861955.8693,34036531.4775
282,11545690,177768947.4554,15117144.658599999,19335135.3802,26528066.016,29403418.243300002,31500801.473899998,44968333.5754,30397269.0832,60990386.9717,21740207.7097,70625793.1538,24412559.6202
283,11545700,210845260.1181,17436955.752,24834982.0328,29849943.557800002,30385059.660400003,35032353.8372,58257350.775400005,42957469.8997,57847964.4754,23937729.2951,102490835.7407,26568730.6069
284,11545710,208325487.1726,18338897.4415,24408158.8524,27444021.4894,31404394.0856,34068360.316599995,59291227.4548,43687886.2983,61316750.4565,25946507.5912,96216189.343,24846039.7819
285,11560515,331251080.4558,20545051.8926,52611119.3265,60597555.6896,49727785.7681,53313419.021,74463739.3326,51824642.3359,106449564.2379,43700878.8186,139738328.2561,41362309.1432
286,11560535,881093111.6771,38878275.3138,186880328.36630002,209065440.71319997,142432412.7028,116345907.7599,143995433.87590003,97447770.54089999,349607982.1838,119952640.0523,305232581.2483,106299908.1927
287,11560540,1544888199.5256,74770398.6548,247347884.66840002,385384681.9892,340999513.3335,213609141.3376,220356119.1844,155370234.4601,778720928.9296,187467001.2227,359865262.1728,218835007.2005
288,11560550,424145747.1842,19558882.6613,68027112.1876,91726376.1947,71965503.9424,66248397.6905,85022948.16260001,59193923.3362,153902095.841,51575550.5526,165033233.9587,53634866.8319
289,11560560,648887265.1144,41486272.2947,123628327.67740001,143974160.5591,102760944.65869999,81555954.658,108735842.56040001,77467823.4005,214915614.727,83706988.032,266011243.4727,84253418.8827
290,11560585,250316921.0552,14477919.4748,33130463.5438,47060179.1991,39714972.7623,41045503.620299995,59001264.859900005,41432918.318900004,70522894.4852,30594564.0943,118860392.4701,30339070.0056
291,11560605,697473105.8359,49742055.5264,87659864.5966,139886062.25820002,136960201.7459,98484126.6702,132828026.82849999,94374403.61930001,269941990.1185,89386751.2578,248156305.7428,89988058.7168
292,11560610,333750454.6849,20473677.4635,49693737.8113,77810445.9332,61731011.2141,43363003.7023,56548057.346,41159757.252399996,115815169.3099,37244269.4021,137762789.7653,42928226.2076
293,11560620,502900597.4257,34516751.395500004,79508843.6662,119783320.0412,90955580.0123,69984434.6348,78291891.986,51049556.9599,188452188.4779,61784890.8543,185893196.1087,66770321.9848
294,11560630,311563153.3291,20076859.8983,53116136.0571,55937974.6646,46980502.4059,45689225.0545,75192000.00580001,54282440.4118,97088029.8358,38778383.147,135180754.7817,40515985.5646
295,11560650,232291918.1417,18608945.1452,27922108.2087,37197571.7581,35240360.832399994,40259806.694900006,56611686.694800004,39549640.0259,64582419.1271,28487688.3203,111520186.6276,27701624.0667
296,11560660,135960408.9388,9568297.0888,16788547.2026,22351444.0675,22106338.7025,22754611.2536,35813752.9376,25062967.7322,39596346.4567,16538615.603,63267577.1,16557869.779099999
297,11560670,143059615.9205,11895126.4177,14821927.158599999,23809590.4715,24333173.5641,23930419.472999997,35525408.7418,24416436.2069,44634081.8239,18279919.2002,61916956.6673,18228658.2291
298,11560680,387615004.2463,34011651.6917,50231155.71879999,67131071.8441,64373570.20909999,58535794.0722,79047411.7313,55590628.7208,110499145.4973,46174130.6673,183810262.2073,47131465.8744
299,11560690,249115083.9717,24445367.083800003,33567793.501399994,40537779.104499996,40693817.792899996,36051462.356199995,50021573.526999995,35297670.1026,70605831.6469,30329044.3289,117370239.9638,30809968.0321
300,11560700,298165082.0688,18366057.0363,35731815.6717,48857503.325,49265026.5452,52721211.4074,77837067.7772,56002816.448300004,100998967.2182,40744489.4867,119594495.6215,36827129.7424
